epoch,split,loss,acc,lr,duration_s
0,train,0.7185980677604675,0.6,0.1,0.28296399116516113
0,eval,0.7371007800102234,0.3333333333333333,0.1,0.0020008087158203125
1,train,0.5646152496337891,0.6,0.1,0.004996538162231445
1,eval,0.6414362192153931,0.3333333333333333,0.1,0.0009992122650146484
2,train,0.4247511327266693,1.0,0.1,0.003999471664428711
2,eval,0.560099720954895,0.6666666666666666,0.1,0.0019998550415039062
3,train,0.2882095277309418,1.0,0.1,0.004004955291748047
3,eval,0.5804697871208191,0.3333333333333333,0.1,0.001999378204345703
4,train,0.1750432550907135,1.0,0.1,0.003995418548583984
4,eval,0.7110733985900879,0.3333333333333333,0.1,0.001003265380859375
5,train,0.09102052450180054,1.0,0.1,0.004006147384643555
5,eval,0.9198217391967773,0.3333333333333333,0.1,0.0019989013671875
6,train,0.04033832624554634,1.0,0.1,0.003000020980834961
6,eval,1.0785093307495117,0.3333333333333333,0.1,0.0009984970092773438
7,train,0.015868112444877625,1.0,0.1,0.0029985904693603516
7,eval,1.1825686693191528,0.3333333333333333,0.1,0.0009982585906982422
8,train,0.005695890635251999,1.0,0.1,0.004004716873168945
8,eval,1.268992304801941,0.3333333333333333,0.1,0.0019998550415039062
9,train,0.0020256247371435165,1.0,0.1,0.005000114440917969
9,eval,1.3410110473632812,0.3333333333333333,0.1,0.0019991397857666016
10,train,0.000744129647500813,1.0,0.1,0.003999471664428711
10,eval,1.3896664381027222,0.3333333333333333,0.1,0.0029985904693603516
11,train,0.0002832731988746673,1.0,0.1,0.004002571105957031
11,eval,1.4324274063110352,0.3333333333333333,0.1,0.0009984970092773438
12,train,0.00011378984345356002,1.0,0.1,0.00412750244140625
12,eval,1.4703353643417358,0.3333333333333333,0.1,0.0019998550415039062
13,train,4.8959278501570225e-05,1.0,0.1,0.004004716873168945
13,eval,1.503885269165039,0.3333333333333333,0.1,0.0019989013671875
14,train,2.227103141194675e-05,1.0,0.1,0.00500035285949707
14,eval,1.5336540937423706,0.3333333333333333,0.1,0.0019991397857666016
15,train,1.0869008292502258e-05,1.0,0.1,0.003997802734375
15,eval,1.5601261854171753,0.3333333333333333,0.1,0.002999544143676758
16,train,5.641722509608371e-06,1.0,0.1,0.0029990673065185547
16,eval,1.583716630935669,0.3333333333333333,0.1,0.000997304916381836
17,train,3.011404942299123e-06,1.0,0.1,0.004003286361694336
17,eval,1.6047823429107666,0.3333333333333333,0.1,0.0019996166229248047
18,train,1.5276208387149381e-06,1.0,0.1,0.002999544143676758
18,eval,1.6241111755371094,0.3333333333333333,0.1,0.0010030269622802734
19,train,9.756676035976852e-07,1.0,0.1,0.0029990673065185547
19,eval,1.641659140586853,0.3333333333333333,0.1,0.0010001659393310547
20,train,5.047889430898067e-07,1.0,0.1,0.003000497817993164
20,eval,1.6574368476867676,0.3333333333333333,0.1,0.0009989738464355469
21,train,2.652088824106613e-07,1.0,0.1,0.0029997825622558594
21,eval,1.6766823530197144,0.3333333333333333,0.1,0.0009992122650146484
22,train,2.3747543309582397e-07,1.0,0.1,0.004003047943115234
22,eval,1.695760726928711,0.3333333333333333,0.1,0.0019996166229248047
23,train,2.2114738840173231e-07,1.0,0.1,0.003001689910888672
23,eval,1.7132022380828857,0.3333333333333333,0.1,0.0010068416595458984
24,train,2.04673149539758e-08,1.0,0.1,0.002998828887939453
24,eval,1.7291454076766968,0.3333333333333333,0.1,0.0010008811950683594
25,train,1.4219037502982701e-08,1.0,0.1,0.002997875213623047
25,eval,1.7437207698822021,0.3333333333333333,0.1,0.0019986629486083984
26,train,1.0187439336561965e-08,1.0,0.1,0.005004167556762695
26,eval,1.7570445537567139,0.3333333333333333,0.1,0.001995563507080078
27,train,7.499418863687879e-09,1.0,0.1,0.0029997825622558594
27,eval,1.7692203521728516,0.3333333333333333,0.1,0.0009999275207519531
28,train,5.680252268547292e-09,1.0,0.1,0.00399470329284668
28,eval,1.7803466320037842,0.3333333333333333,0.1,0.0009999275207519531
29,train,4.420585675291022e-09,1.0,0.1,0.004006624221801758
29,eval,1.790510892868042,0.3333333333333333,0.1,0.0019991397857666016
30,train,3.513481061645507e-09,1.0,0.1,0.003999471664428711
30,eval,1.7997941970825195,0.3333333333333333,0.1,0.00299835205078125
31,train,2.847225788471519e-09,1.0,0.1,0.004004001617431641
31,eval,1.8082717657089233,0.3333333333333333,0.1,0.0029990673065185547
32,train,2.353720107706181e-09,1.0,0.1,0.005003929138183594
32,eval,1.81601083278656,0.3333333333333333,0.1,0.0019981861114501953
33,train,1.9826214003870746e-09,1.0,0.1,0.002998828887939453
33,eval,1.8230748176574707,0.3333333333333333,0.1,0.0009982585906982422
34,train,1.6949794900966708e-09,1.0,0.1,0.002994060516357422
34,eval,1.8295211791992188,0.3333333333333333,0.1,0.002002239227294922
35,train,1.4689094385289536e-09,1.0,0.1,0.003000497817993164
35,eval,1.8354015350341797,0.3333333333333333,0.1,0.0009961128234863281
36,train,1.288963491496986e-09,1.0,0.1,0.0029993057250976562
36,eval,1.8407644033432007,0.3333333333333333,0.1,0.0009989738464355469
37,train,1.1440585145905402e-09,1.0,0.1,0.005000114440917969
37,eval,1.8456547260284424,0.3333333333333333,0.1,0.0029954910278320312
38,train,1.0261255178889428e-09,1.0,0.1,0.004001140594482422
38,eval,1.850111961364746,0.3333333333333333,0.1,0.0009989738464355469
39,train,9.292087099765922e-10,1.0,0.1,0.002989530563354492
39,eval,1.854175329208374,0.3333333333333333,0.1,0.0009982585906982422
40,train,8.488494351865938e-10,1.0,0.1,0.0050046443939208984
40,eval,1.8578771352767944,0.3333333333333333,0.1,0.0019960403442382812
41,train,7.816782776615128e-10,1.0,0.1,0.0029990673065185547
41,eval,1.8612499237060547,0.3333333333333333,0.1,0.0010020732879638672
42,train,7.251144129583054e-10,1.0,0.1,0.0040035247802734375
42,eval,1.864321231842041,0.3333333333333333,0.1,0.0029985904693603516
43,train,6.771631033686276e-10,1.0,0.1,0.0019969940185546875
43,eval,1.8671188354492188,0.3333333333333333,0.1,0.0019981861114501953
44,train,6.362572135820699e-10,1.0,0.1,0.002994537353515625
44,eval,1.869665503501892,0.3333333333333333,0.1,0.00099945068359375
45,train,6.011683928441869e-10,1.0,0.1,0.0030019283294677734
45,eval,1.8719829320907593,0.3333333333333333,0.1,0.0010013580322265625
46,train,5.709167583134445e-10,1.0,0.1,0.004004240036010742
46,eval,1.8740919828414917,0.3333333333333333,0.1,0.0029981136322021484
47,train,5.447119977297632e-10,1.0,0.1,0.003999471664428711
47,eval,1.8760104179382324,0.3333333333333333,0.1,0.0010123252868652344
48,train,5.219173981885206e-10,1.0,0.1,0.0039975643157958984
48,eval,1.877755880355835,0.3333333333333333,0.1,0.0009984970092773438
49,train,5.020128202026797e-10,1.0,0.1,0.004000663757324219
49,eval,1.8793432712554932,0.3333333333333333,0.1,0.002998828887939453
50,train,4.845726597757505e-10,1.0,0.1,0.004994630813598633
50,eval,1.8807876110076904,0.3333333333333333,0.1,0.001004934310913086
51,train,4.692418120733066e-10,1.0,0.1,0.0029964447021484375
51,eval,1.882099986076355,0.3333333333333333,0.1,0.001001119613647461
52,train,4.5572523532655396e-10,1.0,0.1,0.0030014514923095703
52,eval,1.883293867111206,0.3333333333333333,0.1,0.0009975433349609375
53,train,4.4377990171540205e-10,1.0,0.1,0.002997875213623047
53,eval,1.884378433227539,0.3333333333333333,0.1,0.0009989738464355469
54,train,4.3319633991067974e-10,1.0,0.1,0.003998756408691406
54,eval,1.8853639364242554,0.3333333333333333,0.1,0.0020046234130859375
55,train,4.2380074449788196e-10,1.0,0.1,0.0030007362365722656
55,eval,1.8862602710723877,0.3333333333333333,0.1,0.0009984970092773438
56,train,4.154413757451181e-10,1.0,0.1,0.004004716873168945
56,eval,1.8870744705200195,0.3333333333333333,0.1,0.0029952526092529297
57,train,4.0799275069502983e-10,1.0,0.1,0.0050008296966552734
57,eval,1.8878145217895508,0.3333333333333333,0.1,0.001998424530029297
58,train,4.013442078676377e-10,1.0,0.1,0.004004716873168945
58,eval,1.8884856700897217,0.3333333333333333,0.1,0.0019953250885009766
59,train,3.954014615725754e-10,1.0,0.1,0.0030024051666259766
59,eval,1.8890947103500366,0.3333333333333333,0.1,0.0009984970092773438
60,train,3.9008180019450833e-10,1.0,0.1,0.003002166748046875
60,eval,1.8896489143371582,0.3333333333333333,0.1,0.0009965896606445312
61,train,3.8531472457137284e-10,1.0,0.1,0.003996849060058594
61,eval,1.8901519775390625,0.3333333333333333,0.1,0.0019996166229248047
62,train,3.810409487936539e-10,1.0,0.1,0.0029990673065185547
62,eval,1.8906092643737793,0.3333333333333333,0.1,0.0010004043579101562
63,train,3.7720307433097844e-10,1.0,0.1,0.005002737045288086
63,eval,1.8910233974456787,0.3333333333333333,0.1,0.002001047134399414
64,train,3.7375355588231685e-10,1.0,0.1,0.005002498626708984
64,eval,1.8914005756378174,0.3333333333333333,0.1,0.0020003318786621094
65,train,3.7065214786302647e-10,1.0,0.1,0.005004167556762695
65,eval,1.8917427062988281,0.3333333333333333,0.1,0.0019974708557128906
66,train,3.6786051982318213e-10,1.0,0.1,0.004001140594482422
66,eval,1.8920533657073975,0.3333333333333333,0.1,0.002141237258911133
67,train,3.653485847188165e-10,1.0,0.1,0.004000663757324219
67,eval,1.892396330833435,0.3333333333333333,0.1,0.003000497817993164
68,train,3.6308267503670777e-10,1.0,0.1,0.004994630813598633
68,eval,1.8927273750305176,0.3333333333333333,0.1,0.0010004043579101562
69,train,3.6104105816114895e-10,1.0,0.1,0.004006862640380859
69,eval,1.8930275440216064,0.3333333333333333,0.1,0.0019991397857666016
70,train,3.5920152963164753e-10,1.0,0.1,0.003994464874267578
70,eval,1.8933000564575195,0.3333333333333333,0.1,0.0010001659393310547
71,train,3.575399420974179e-10,1.0,0.1,0.003996849060058594
71,eval,1.893547534942627,0.3333333333333333,0.1,0.0019981861114501953
72,train,3.560421402148961e-10,1.0,0.1,0.0029985904693603516
72,eval,1.8937715291976929,0.3333333333333333,0.1,0.002004384994506836
73,train,3.546888616146049e-10,1.0,0.1,0.004000663757324219
73,eval,1.8939754962921143,0.3333333333333333,0.1,0.00153350830078125
74,train,3.534670334204293e-10,1.0,0.1,0.003000974655151367
74,eval,1.894160270690918,0.3333333333333333,0.1,0.0009989738464355469
75,train,3.523647762460058e-10,1.0,0.1,0.004004716873168945
75,eval,1.8943284749984741,0.3333333333333333,0.1,0.001995086669921875
